source,bias,factual_reporting,country,media_type,popularity,mbfc_credibility_rating
theweek.com,left,high,usa,website,high traffic,high credibility
worldcantwait.net,left,mixed,usa,organization/foundation,minimal traffic,medium credibility
thegrio.com,left,mixed,usa,website,high traffic,high credibility
thisisthezerohour.com,left,high,usa,website,minimal traffic,high credibility
them.us,left,high,usa,website,medium traffic,high credibility
this.org,left,mixed,canada,magazine,minimal traffic,high credibility
towleroad.com,left,high,usa,website,medium traffic,high credibility
treehugger.com,left,high,usa,website,medium traffic,high credibility
truthdig.com,left-center,high,usa,website,minimal traffic,high credibility
truthout.org,left,mixed,usa,organization/foundation,medium traffic,medium credibility
truththeory.com,left,high,united kingdom,website,minimal traffic,high credibility
unicornriot.ninja,left,high,usa,organization/foundation,minimal traffic,high credibility
uproxx.com,left,mixed,usa,website,high traffic,medium credibility
upworthy.com,left,mixed,usa,website,high traffic,high credibility
vanityfair.com,left,mixed,usa,magazine,high traffic,high credibility
vox.com,left,high,usa,website,high traffic,high credibility
wallstreetonparade.com,left-center,high,usa,website,minimal traffic,high credibility
washingtonbabylon.com,left,high,usa,website,minimal traffic,high credibility
washingtonpress.com,left,mixed,usa,website,medium traffic,medium credibility
washingtonian.com,left,high,usa,magazine,medium traffic,high credibility
wearyourvoicemag.com,left,high,usa,website,minimal traffic,high credibility
wehuntedthemammoth.com,left,high,usa,website,medium traffic,high credibility
whowhatwhy.org,left,mixed,usa,website,minimal traffic,medium credibility
wonkette.com,left,mixed,usa,website,medium traffic,medium credibility
workers.org,left,mixed,usa,newspaper,medium traffic,medium credibility
wsws.org,left,mixed,usa,website,medium traffic,high credibility
yesmagazine.org,left,high,usa,magazine,medium traffic,high credibility
tyt.com,left,mixed,usa,tv station,high traffic,medium credibility
100milefreepress.net,left-center,high,canada,newspaper,minimal traffic,high credibility
604now.com,left-center,mixed,canada,newspaper,medium traffic,high credibility
972mag.com,left-center,high,usa,website,minimal traffic,high credibility
go.com,left-center,high,usa,tv station,high traffic,high credibility
abc.net.au,left-center,high,australia,tv station,high traffic,high credibility
abc11.com,left-center,high,usa,tv station,medium traffic,high credibility
abbynews.com,left-center,high,canada,newspaper,medium traffic,high credibility
abovethelaw.com,left-center,high,usa,website,medium traffic,high credibility
aceshowbiz.com,left-center,mixed,indonesia,website,medium traffic,medium credibility
aclu.org,left-center,mixed,usa,organization/foundation,medium traffic,medium credibility
adaderana.lk,left-center,mixed,sri lanka,website,medium traffic,medium credibility
aeon.co,left-center,high,australia,website,medium traffic,high credibility
affinitymagazine.us,left-center,mixed,usa,magazine,minimal traffic,low credibility
africanarguments.org,left-center,high,united kingdom,website,minimal traffic,high credibility
africanews.com,left-center,mixed,france,tv station,medium traffic,high credibility
agassizharrisonobserver.com,left-center,high,canada,newspaper,minimal traffic,high credibility
ahvalnews.com,left-center,mixed,usa,website,medium traffic,medium credibility
airdrietoday.com,left-center,high,canada,newspaper,minimal traffic,high credibility
messagemedia.co,left-center,high,usa,newspaper,minimal traffic,high credibility
durhamregion.com,left-center,high,canada,newspaper,minimal traffic,high credibility
beaconjournal.com,left-center,high,usa,newspaper,medium traffic,high credibility
aljazeera.com,left-center,mixed,qatar,tv station,high traffic,medium credibility
al-monitor.com,left-center,high,usa,website,high traffic,high credibility
al-sura.com,left-center,mixed,usa,website,minimal traffic,medium credibility
guttmacher.org,left-center,high,usa,organization/foundation,medium traffic,high credibility
alaskahighwaynews.ca,left-center,high,canada,newspaper,minimal traffic,high credibility
timesunion.com,left-center,high,usa,newspaper,medium traffic,high credibility
albertaviews.ca,left-center,high,canada,magazine,minimal traffic,high credibility
aldergrovestar.com,left-center,high,canada,newspaper,minimal traffic,high credibility
allgov.com,left-center,high,usa,website,minimal traffic,high credibility
simcoe.com,left-center,high,canada,newspaper,minimal traffic,high credibility
northbaynipissing.com,left-center,high,canada,website,minimal traffic,high credibility
amny.com,left-center,high,usa,newspaper,medium traffic,high credibility
americamagazine.org,left-center,high,usa,magazine,medium traffic,high credibility
americanimmigrationcouncil.org,left-center,high,usa,organization/foundation,minimal traffic,high credibility
americanpurpose.com,left-center,high,usa,website,medium traffic,high credibility
amestrib.com,left-center,high,usa,newspaper,minimal traffic,high credibility
amnesty.org,left-center,high,united kingdom,organization/foundation,medium traffic,high credibility
thespec.com,left-center,high,canada,newspaper,minimal traffic,high credibility
heraldbulletin.com,left-center,high,usa,newspaper,medium traffic,high credibility
andovertownsman.com,left-center,high,usa,newspaper,minimal traffic,high credibility
annistonstar.com,left-center,high,usa,newspaper,medium traffic,high credibility
anthropocenemagazine.org,left-center,high,usa,magazine,minimal traffic,high credibility
adl.org,left-center,high,usa,organization/foundation,medium traffic,high credibility
aol.com,left-center,high,usa,website,high traffic,high credibility
apmreports.org,left-center,high,usa,organization/foundation,minimal traffic,high credibility
apple.com,left-center,mixed,usa,app/website,high traffic,high credibility
aptnnews.ca,left-center,high,canada,tv station,medium traffic,high credibility
areomagazine.com,left-center,high,united kingdom,website,medium traffic,high credibility
azcapitoltimes.com,left-center,high,usa,newspaper,minimal traffic,high credibility
tucson.com,left-center,high,usa,newspaper,medium traffic,high credibility
azdailysun.com,left-center,high,usa,newspaper,medium traffic,high credibility
azcentral.com,left-center,high,usa,newspaper,high traffic,high credibility
arktimes.com,left-center,high,usa,newspaper,medium traffic,high credibility
armscontrol.org,left-center,high,usa,organization/foundation,medium traffic,high credibility
insideottawavalley.com,left-center,high,canada,newspaper,minimal traffic,high credibility
arte.tv,left-center,mixed,france/germany,tv station,high traffic,high credibility
citizen-times.com,left-center,high,usa,newspaper,medium traffic,high credibility
asiasentinel.com,left-center,mixed,usa,website,minimal traffic,medium credibility
aspeniaonline.it,left-center,high,italy,organization/foundation,minimal traffic,high credibility
aspeninstitute.org,left-center,high,usa,organization/foundation,medium traffic,high credibility
sasktoday.ca,left-center,high,canada,newspaper,minimal traffic,high credibility
apnews.com,left-center,high,usa,news agency,high traffic,high credibility
atavist.com,left-center,high,usa,magazine,medium traffic,high credibility
onlineathens.com,left-center,high,usa,newspaper,medium traffic,high credibility
athensreview.com,left-center,high,usa,newspaper,minimal traffic,high credibility
enewscourier.com,left-center,high,usa,newspaper,medium traffic,high credibility
atlantablackstar.com,left-center,mixed,usa,website,high traffic,high credibility
ajc.com,left-center,high,usa,newspaper,high traffic,high credibility
theatlantic.com,left-center,high,usa,magazine,high traffic,high credibility
atlanticmedia.com,left-center,high,usa,organization/foundation,minimal traffic,high credibility
attn.com,left-center,high,usa,website,medium traffic,high credibility
yorkregion.com,left-center,high,canada,newspaper,minimal traffic,high credibility
statesman.com,left-center,high,usa,newspaper,medium traffic,high credibility
austindailyherald.com,left-center,high,usa,website,minimal traffic,high credibility
avclub.com,left-center,high,usa,website,high traffic,high credibility
axios.com,left-center,high,usa,website,high traffic,high credibility
balkaninsight.com,left-center,high,usa,organization/foundation,medium traffic,high credibility
baltimoresun.com,left-center,high,usa,website,medium traffic,high credibility
bangordailynews.com,left-center,high,usa,newspaper,medium traffic,high credibility
baptistnews.com,left-center,high,usa,news agency,medium traffic,high credibility
barrietoday.com,left-center,high,canada,website,medium traffic,high credibility
theadvocate.com,left-center,high,usa,newspaper,minimal traffic,high credibility
battlecreekenquirer.com,left-center,high,usa,newspaper,minimal traffic,high credibility
baxterbulletin.com,left-center,high,usa,newspaper,minimal traffic,high credibility
baynature.org,left-center,high,usa,magazine,medium traffic,high credibility
bbc.com,left-center,high,united kingdom,tv station,high traffic,high credibility
tmnews.com,left-center,high,usa,newspaper,minimal traffic,high credibility
bellingcat.com,left-center,mixed,united kingdom,website,medium traffic,high credibility
bellinghamherald.com,left-center,high,usa,newspaper,medium traffic,high credibility
berkeleyside.com,left-center,high,usa,website,medium traffic,high credibility
berkshireeagle.com,left-center,high,usa,newspaper,medium traffic,high credibility
berliner-zeitung.de,left-center,mixed,usa,newspaper,high traffic,high credibility
bing.com,left-center,high,usa,website,high traffic,high credibility
birminghammail.co.uk,right-center,mixed,united kingdom,newspaper,high traffic,high credibility
bleacherreport.com,left-center,mixed,usa,website,high traffic,high credibility
bloomberg.com,left-center,mixed,usa,tv station,high traffic,high credibility
bdtonline.com,left-center,high,usa,newspaper,minimal traffic,high credibility
bluestemprairie.com,left-center,high,usa,website,minimal traffic,high credibility
boston.com,left-center,high,usa,website,high traffic,high credibility
bostonglobe.com,left-center,high,usa,newspaper,high traffic,high credibility
bgr.com,left-center,high,usa,website,high traffic,high credibility
muskokaregion.com,left-center,high,canada,newspaper,minimal traffic,high credibility
bramptonguardian.com,left-center,high,canada,newspaper,medium traffic,high credibility
brennancenter.org,left-center,high,usa,organization/foundation,medium traffic,high credibility
enterprisenews.com,left-center,high,usa,newspaper,medium traffic,high credibility
brookings.edu,left-center,high,usa,organization/foundation,medium traffic,high credibility
thebulletin.org,left-center,high,usa,organization/foundation,medium traffic,high credibility
insidehalton.com,left-center,high,canada,newspaper,minimal traffic,high credibility
hometownsource.com,left-center,high,usa,newspaper,minimal traffic,high credibility
businessinsider.com,left-center,high,usa,website,high traffic,high credibility
bustle.com,left-center,mixed,usa,magazine,high traffic,high credibility
buzzfeed.com,left-center,mixed,usa,website,high traffic,medium credibility
buzzfeednews.com,left-center,mixed,usa,website,high traffic,high credibility
bylinetimes.com,left-center,high,united kingdom,newspaper,medium traffic,high credibility
caledonenterprise.com,left-center,high,canada,newspaper,minimal traffic,high credibility
cambridgetimes.ca,left-center,high,canada,newspaper,minimal traffic,high credibility
campbellrivermirror.com,left-center,high,canada,newspaper,medium traffic,high credibility
canadaland.com,left-center,high,canada,website,minimal traffic,high credibility
capitalgazette.com,left-center,high,usa,newspaper,medium traffic,high credibility
caribbeanlifenews.com,left-center,high,usa,newspaper,minimal traffic,high credibility
carnegieendowment.org,left-center,high,usa,organization/foundation,medium traffic,high credibility
carolinapublicpress.org,left-center,high,usa,organization/foundation,minimal traffic,high credibility
